,Year,School,Conf,Class,Pos,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,player_id
3,*2017,Wake Forest,ACC,SR,QB,12.0,239.0,374.0,63.9,3192.0,8.5,9.4,29.0,6.0,158.0,601
4,Career,Wake Forest,,,,,761.0,1275.0,59.7,8794.0,6.9,6.4,59.0,41.0,126.5,601
0,*2005,Fresno State,WAC,SO,QB,8.0,6.0,13.0,46.2,49.0,3.8,1.8,1.0,1.0,87.8,602
1,2006,Fresno State,WAC,SO,QB,11.0,146.0,268.0,54.5,1490.0,5.6,4.2,13.0,14.0,106.7,602
2,*2007,Fresno State,WAC,JR,QB,13.0,211.0,337.0,62.6,2654.0,7.9,8.1,15.0,5.0,140.5,602
3,*2008,Fresno State,WAC,SR,QB,13.0,221.0,371.0,59.6,2664.0,7.2,6.7,18.0,12.0,129.4,602
4,Career,Fresno State,,,,,584.0,989.0,59.0,6857.0,6.9,6.4,47.0,32.0,126.5,602
0,1997,Fresno State,WAC,,QB,4.0,5.0,11.0,45.5,53.0,4.8,0.7,0.0,1.0,67.7,603
1,1998,Fresno State,WAC,,QB,7.0,22.0,41.0,53.7,228.0,5.6,5.0,1.0,1.0,103.5,603
2,2000,Fresno State,WAC,JR,QB,11.0,194.0,316.0,61.4,2338.0,7.4,7.0,18.0,11.0,135.4,603
3,*2001,Fresno State,WAC,SR,QB,14.0,344.0,533.0,64.5,4839.0,9.1,10.0,46.0,9.0,165.9,603
4,Career,Fresno State,,,,,565.0,901.0,62.7,7458.0,8.3,8.6,65.0,22.0,151.2,603
0,*2009,Fresno State,WAC,FR,QB,5.0,10.0,14.0,71.4,112.0,8.0,8.0,0.0,0.0,138.6,604
1,2011,Fresno State,WAC,SO,QB,13.0,279.0,446.0,62.6,3544.0,7.9,8.2,26.0,9.0,144.5,604
2,*2012,Fresno State,MWC,JR,QB,13.0,344.0,511.0,67.3,4104.0,8.0,8.9,37.0,7.0,155.9,604
3,*2013,Fresno State,MWC,SR,QB,13.0,454.0,659.0,68.9,5083.0,7.7,8.7,50.0,8.0,156.3,604
4,Career,Fresno State,,,,,1087.0,1630.0,66.7,12843.0,7.9,8.6,113.0,24.0,152.8,604
0,*1991,Fresno State,Big West,,QB,9.0,69.0,109.0,63.3,832.0,7.6,6.8,2.0,3.0,128.0,605
1,*1992,Fresno State,WAC,,QB,13.0,188.0,360.0,52.2,3000.0,8.3,7.8,21.0,14.0,133.7,605
2,*1993,Fresno State,WAC,,QB,12.0,254.0,396.0,64.1,3799.0,9.6,10.5,30.0,5.0,167.2,605
3,Career,Fresno State,,,,,511.0,865.0,59.1,7631.0,8.8,8.9,53.0,22.0,148.3,605
0,*1982,Fresno State,PCAA,,QB,12.0,1.0,2.0,50.0,38.0,19.0,29.0,1.0,0.0,374.6,606
1,1983,Fresno State,PCAA,,QB,11.0,166.0,334.0,49.7,2359.0,7.1,5.5,16.0,19.0,113.5,606
2,1984,Fresno State,PCAA,,QB,12.0,227.0,421.0,53.9,3259.0,7.7,7.3,20.0,13.0,128.4,606
3,1985,Fresno State,PCAA,,QB,11.0,177.0,295.0,60.0,2604.0,8.8,8.7,14.0,7.0,145.1,606
4,1986,Fresno State,PCAA,,QB,11.0,160.0,284.0,56.3,2363.0,8.3,8.0,15.0,9.0,137.3,606
5,Career,Fresno State,,,,,731.0,1336.0,54.7,10623.0,8.0,7.3,66.0,48.0,130.6,606
0,1996,Fresno State,WAC,,P,1.0,,,,,,,,,,607
1,1997,Fresno State,WAC,,QB,12.0,178.0,318.0,56.0,1853.0,5.8,6.0,17.0,6.0,118.8,607
2,1998,Fresno State,WAC,,QB,11.0,151.0,261.0,57.9,1973.0,7.6,7.8,10.0,3.0,131.7,607
3,1999,Fresno State,WAC,,QB,12.0,235.0,355.0,66.2,2559.0,7.2,8.5,30.0,3.0,152.9,607
4,Career,Fresno State,,,,,564.0,934.0,60.4,6385.0,6.8,7.5,57.0,12.0,135.4,607
0,1993,Temple,Big East,,QB,10.0,62.0,149.0,41.6,691.0,4.6,2.9,5.0,8.0,80.9,608
1,1994,Temple,Big East,,QB,11.0,215.0,409.0,52.6,2716.0,6.6,6.3,21.0,12.0,119.4,608
2,1995,Temple,Big East,,QB,11.0,139.0,300.0,46.3,2004.0,6.7,4.9,11.0,17.0,103.2,608
3,1996,Temple,Big East,,QB,11.0,142.0,280.0,50.7,2084.0,7.4,7.0,12.0,8.0,121.7,608
4,Career,Temple,,,,,558.0,1138.0,49.0,7495.0,6.6,5.7,49.0,45.0,110.7,608
0,1971,Penn State,Ind,,QB,11.0,16.0,41.0,39.0,399.0,9.7,9.9,7.0,3.0,162.5,609
1,1973,Temple,Ind,,QB,10.0,80.0,159.0,50.3,1312.0,8.3,6.8,11.0,10.0,129.9,609
2,1974,Temple,Ind,,,10.0,128.0,221.0,57.9,1950.0,8.8,8.0,20.0,13.0,150.1,609
3,Career,Overall,,,,,224.0,421.0,53.2,3661.0,8.7,7.7,38.0,26.0,143.7,609
4,,Penn State,,,,,16.0,41.0,39.0,399.0,9.7,9.9,7.0,3.0,162.5,609
5,,Temple,,,,,208.0,380.0,54.7,3262.0,8.6,7.5,31.0,23.0,141.7,609
0,1981,Temple,Ind,,QB,5.0,13.0,30.0,43.3,107.0,3.6,-0.9,0.0,3.0,53.3,610
1,1982,Temple,Ind,,QB,11.0,157.0,247.0,63.6,1840.0,7.4,7.2,13.0,7.0,137.8,610
2,1983,Temple,Ind,,QB,11.0,143.0,277.0,51.6,1732.0,6.3,5.0,7.0,11.0,104.5,610
3,Career,Temple,,,,,313.0,554.0,56.5,3679.0,6.6,5.7,20.0,21.0,116.6,610
0,2013,Temple,American,FR,QB,9.0,152.0,250.0,60.8,2084.0,8.3,8.5,20.0,8.0,150.8,611
1,2014,Temple,American,SO,QB,12.0,203.0,381.0,53.3,2317.0,6.1,5.0,13.0,15.0,107.8,611
2,*2015,Temple,American,JR,QB,14.0,245.0,432.0,56.7,2972.0,6.9,6.9,19.0,8.0,125.3,611
3,*2016,Temple,American,SR,QB,14.0,230.0,395.0,58.2,3295.0,8.3,8.0,22.0,13.0,140.1,611
4,Career,Temple,,,,,830.0,1458.0,56.9,10668.0,7.3,7.0,74.0,44.0,129.1,611
0,1977,Louisiana Tech,Southland,,QB,11.0,12.0,35.0,34.3,143.0,4.1,2.8,0.0,1.0,62.9,612
1,1978,Utah State,PCAA,,QB,11.0,3.0,11.0,27.3,34.0,3.1,-5.1,0.0,2.0,16.9,612
2,1979,Utah State,PCAA,,QB,11.0,52.0,112.0,46.4,1021.0,9.1,8.7,9.0,5.0,140.6,612
3,Career,Overall,,,,,67.0,158.0,42.4,1198.0,7.6,6.4,9.0,8.0,114.8,612
4,,Louisiana Tech,,,,,12.0,35.0,34.3,143.0,4.1,2.8,0.0,1.0,62.9,612
5,,Utah State,,,,,55.0,123.0,44.7,1055.0,8.6,7.5,9.0,7.0,129.5,612
0,1980,Utah State,PCAA,,QB,11.0,184.0,345.0,53.3,2365.0,6.9,6.1,20.0,15.0,121.4,613
1,Career,Utah State,,,,,184.0,345.0,53.3,2365.0,6.9,6.1,20.0,15.0,121.4,613
0,1976,Utah State,Ind,,QB,11.0,74.0,151.0,49.0,760.0,5.0,2.3,2.0,10.0,82.4,614
1,1977,Utah State,Ind,,QB,11.0,91.0,173.0,52.6,1301.0,7.5,5.8,10.0,11.0,122.1,614
2,1978,Utah State,PCAA,,QB,11.0,150.0,287.0,52.3,2088.0,7.3,5.6,9.0,15.0,113.3,614
3,1979,Utah State,PCAA,,QB,11.0,144.0,239.0,60.3,1924.0,8.1,8.0,13.0,6.0,140.8,614
4,Career,Utah State,,,,,459.0,850.0,54.0,6073.0,7.1,5.7,34.0,42.0,117.3,614
0,*2017,Utah State,MWC,FR,QB,12.0,129.0,235.0,54.9,1631.0,6.9,6.5,8.0,6.0,119.3,615
1,*2018,Utah State,MWC,SO,QB,13.0,267.0,417.0,64.0,3567.0,8.6,9.4,32.0,6.0,158.3,615
2,*2019,Utah State,MWC,JR,QB,13.0,293.0,473.0,61.9,3402.0,7.2,6.4,20.0,17.0,129.1,615
3,Career,Utah State,,,,,689.0,1125.0,61.2,8600.0,7.6,7.6,60.0,29.0,137.9,615
0,1961,Utah State,Skyline,,QB,10.0,23.0,53.0,43.4,323.0,6.1,5.2,2.0,2.0,99.5,616
1,1962,Utah State,Ind,,QB,10.0,19.0,44.0,43.2,236.0,5.4,2.2,2.0,4.0,85.1,616
2,1963,Utah State,Ind,,QB,10.0,120.0,201.0,59.7,1699.0,8.5,9.0,12.0,3.0,147.4,616
3,Career,Utah State,,,,,162.0,298.0,54.4,2258.0,7.6,7.3,16.0,9.0,129.7,616
0,1980,Duke,ACC,,QB,11.0,174.0,330.0,52.7,2050.0,6.2,3.5,11.0,25.0,100.8,617
1,1981,Duke,ACC,,QB,9.0,110.0,202.0,54.5,1445.0,7.2,6.1,7.0,8.0,118.1,617
2,1982,Duke,ACC,,QB,11.0,236.0,374.0,63.1,3033.0,8.1,7.7,20.0,12.0,142.5,617
3,1983,Duke,ACC,,QB,11.0,300.0,469.0,64.0,3086.0,6.6,6.2,17.0,12.0,126.1,617
4,Career,Duke,,,,,820.0,1375.0,59.6,9614.0,7.0,5.9,55.0,57.0,123.3,617
0,1956,Duke,ACC,,QB,,11.0,31.0,35.5,134.0,4.3,-0.8,1.0,4.0,56.6,618
1,1957,Duke,ACC,,QB,11.0,30.0,62.0,48.4,392.0,6.3,2.5,4.0,7.0,100.2,618
2,1958,Duke,ACC,,QB,10.0,53.0,111.0,47.7,651.0,5.9,2.8,3.0,9.0,89.7,618
3,Career,Duke,,,,,94.0,204.0,46.1,1177.0,5.8,2.1,8.0,20.0,87.9,618
0,1989,Duke,ACC,,QB,8.0,104.0,163.0,63.8,1479.0,9.1,9.1,14.0,6.0,161.0,619
1,1990,Duke,ACC,,QB,10.0,129.0,245.0,52.7,1444.0,5.9,4.3,8.0,12.0,103.1,619
2,1991,Duke,ACC,,QB,11.0,230.0,437.0,52.6,2794.0,6.4,5.8,20.0,15.0,114.6,619
3,Career,Duke,,,,,463.0,845.0,54.8,5717.0,6.8,6.0,42.0,33.0,120.2,619
0,1985,Duke,ACC,,QB,11.0,14.0,25.0,56.0,161.0,6.4,2.8,0.0,2.0,94.1,620
1,1986,Duke,ACC,,QB,11.0,6.0,12.0,50.0,65.0,5.4,5.4,0.0,0.0,95.5,620
2,1987,Duke,ACC,,QB,11.0,35.0,73.0,47.9,507.0,6.9,5.3,3.0,4.0,108.9,620
3,1988,Duke,ACC,,QB,11.0,287.0,484.0,59.3,3824.0,7.9,7.2,24.0,18.0,134.6,620
4,Career,Duke,,,,,342.0,594.0,57.6,4557.0,7.7,6.8,27.0,24.0,128.9,620
0,1963,Duke,ACC,,QB,10.0,101.0,201.0,50.2,1265.0,6.3,5.7,12.0,8.0,114.9,621
1,1964,Duke,ACC,,QB,10.0,104.0,192.0,54.2,1178.0,6.1,4.8,7.0,9.0,108.4,621
2,1965,Duke,ACC,,QB,10.0,50.0,87.0,57.5,727.0,8.4,6.4,5.0,6.0,132.8,621
3,Career,Duke,,,,,255.0,480.0,53.1,3170.0,6.6,5.4,24.0,23.0,115.5,621
0,1968,Duke,ACC,,QB,10.0,162.0,301.0,53.8,2238.0,7.4,6.5,11.0,11.0,121.0,622
1,1969,Duke,ACC,,QB,10.0,145.0,268.0,54.1,1642.0,6.1,5.0,5.0,9.0,105.0,622
2,1970,Duke,ACC,,QB,11.0,180.0,308.0,58.4,2236.0,7.3,6.0,7.0,12.0,119.1,622
3,Career,Duke,,,,,487.0,877.0,55.5,6116.0,7.0,5.9,23.0,32.0,115.5,622
0,*2015,Duke,ACC,FR,QB,,,,,,,,,,,623
1,2016,Duke,ACC,FR,QB,12.0,270.0,430.0,62.8,2836.0,6.6,6.4,16.0,9.0,126.3,623
2,*2017,Duke,ACC,SO,QB,13.0,257.0,453.0,56.7,2691.0,5.9,5.5,14.0,11.0,112.0,623
3,*2018,Duke,ACC,JR,QB,11.0,237.0,392.0,60.5,2674.0,6.8,6.9,22.0,9.0,131.7,623
4,Career,Duke,,,,,764.0,1275.0,59.9,8201.0,6.4,6.2,52.0,29.0,122.9,623
0,1956,Duke,ACC,,QB,10.0,28.0,59.0,47.5,371.0,6.3,2.4,2.0,6.0,91.1,624
1,Career,Duke,,,,,28.0,59.0,47.5,371.0,6.3,2.4,2.0,6.0,91.1,624
0,2006,Duke,ACC,FR,QB,12.0,180.0,340.0,52.9,2134.0,6.3,4.8,11.0,16.0,106.9,625
1,2007,Duke,ACC,SO,QB,12.0,199.0,360.0,55.3,2430.0,6.8,6.7,21.0,10.0,125.7,625
2,2008,Duke,ACC,JR,QB,11.0,224.0,361.0,62.0,2171.0,6.0,6.1,15.0,6.0,123.0,625
3,2009,Duke,ACC,SR,QB,12.0,274.0,449.0,61.0,3330.0,7.4,7.5,20.0,8.0,134.5,625
4,Career,Duke,,,,,877.0,1510.0,58.1,10065.0,6.7,6.4,67.0,40.0,123.4,625
0,2009,Duke,ACC,FR,QB,6.0,34.0,50.0,68.0,330.0,6.6,6.4,4.0,2.0,141.8,626
1,2010,Duke,ACC,SO,QB,12.0,285.0,464.0,61.4,3131.0,6.7,5.7,14.0,17.0,120.7,626
2,2011,Duke,ACC,JR,QB,12.0,282.0,434.0,65.0,2891.0,6.7,6.2,14.0,11.0,126.5,626
3,*2012,Duke,ACC,SR,QB,12.0,297.0,441.0,67.3,3113.0,7.1,6.9,19.0,10.0,136.3,626
4,Career,Duke,,,,,898.0,1389.0,64.7,9465.0,6.8,6.3,51.0,40.0,128.2,626
0,1966,Duke,ACC,,QB,10.0,39.0,71.0,54.9,482.0,6.8,4.8,2.0,4.0,110.0,627
1,1967,Duke,ACC,,QB,10.0,79.0,150.0,52.7,1019.0,6.8,4.4,2.0,9.0,102.1,627
2,Career,Duke,,,,,118.0,221.0,53.4,1501.0,6.8,4.5,4.0,13.0,104.7,627
0,2013,Memphis,American,FR,QB,12.0,203.0,349.0,58.2,2056.0,5.9,5.1,9.0,10.0,110.4,628
1,*2014,Memphis,American,SO,QB,13.0,259.0,413.0,62.7,3031.0,7.3,7.4,22.0,9.0,137.6,628
2,*2015,Memphis,American,JR,QB,13.0,296.0,443.0,66.8,3776.0,8.5,9.4,28.0,4.0,157.5,628
3,Career,Memphis,,,,,758.0,1205.0,62.9,8863.0,7.4,7.5,59.0,23.0,137.0,628
0,1990,Tennessee,SEC,,QB,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629
1,1992,Memphis,Ind,,QB,11.0,175.0,286.0,61.2,2084.0,7.3,6.7,18.0,12.0,134.8,629
2,1993,Memphis,Ind,,QB,9.0,166.0,273.0,60.8,1896.0,6.9,5.8,13.0,13.0,125.3,629
3,Career,Overall,,,,,341.0,560.0,60.9,3980.0,7.1,6.2,31.0,25.0,129.9,629
4,,Tennessee,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629
5,,Memphis,,,,,341.0,559.0,61.0,3980.0,7.1,6.2,31.0,25.0,130.2,629
0,*2012,San Jose State,WAC,JR,QB,13.0,327.0,451.0,72.5,4193.0,9.3,9.9,33.0,9.0,170.8,630
1,2013,San Jose State,MWC,SR,QB,12.0,312.0,487.0,64.1,4189.0,8.6,8.8,33.0,13.0,153.3,630
2,Career,San Jose State,,,,,639.0,938.0,68.1,8382.0,8.9,9.3,66.0,22.0,161.7,630
0,1959,San Jose State,Ind,,QB,10.0,13.0,27.0,48.1,158.0,5.9,-8.4,1.0,9.0,42.9,631
1,1960,San Jose State,Ind,,QB,9.0,30.0,56.0,53.6,301.0,5.4,3.7,2.0,3.0,99.8,631
2,1961,San Jose State,Ind,,QB,10.0,117.0,197.0,59.4,1480.0,7.5,6.2,14.0,12.0,133.8,631
3,Career,San Jose State,,,,,160.0,280.0,57.1,1939.0,6.9,4.3,17.0,24.0,118.2,631
0,1991,San Jose State,Big West,,QB,9.0,99.0,160.0,61.9,1519.0,9.5,9.6,12.0,5.0,160.1,632
1,1992,San Jose State,Big West,,QB,11.0,209.0,371.0,56.3,2418.0,6.5,6.0,15.0,11.0,118.5,632
2,1993,San Jose State,Big West,,QB,11.0,196.0,356.0,55.1,2608.0,7.3,6.5,21.0,16.0,127.1,632
3,Career,San Jose State,,,,,504.0,887.0,56.8,6545.0,7.4,6.8,48.0,32.0,129.4,632
0,1976,San Jose State,PCAA,,QB,11.0,28.0,49.0,57.1,339.0,6.9,4.5,3.0,4.0,119.1,633
1,1977,San Jose State,PCAA,,QB,11.0,126.0,268.0,47.0,1527.0,5.7,4.8,11.0,10.0,101.0,633
2,1978,San Jose State,PCAA,,QB,12.0,205.0,386.0,53.1,2275.0,5.9,3.8,13.0,24.0,101.3,633
3,1979,San Jose State,PCAA,,QB,11.0,241.0,415.0,58.1,3049.0,7.3,6.8,20.0,14.0,128.9,633
4,Career,San Jose State,,,,,600.0,1118.0,53.7,7190.0,6.4,5.2,47.0,52.0,112.3,633
0,2011,Colorado State,MWC,FR,QB,4.0,43.0,77.0,55.8,542.0,7.0,4.1,2.0,6.0,108.0,634
1,2012,Colorado State,MWC,SO,QB,6.0,78.0,138.0,56.5,946.0,6.9,6.9,7.0,3.0,126.5,634
2,*2013,Colorado State,MWC,JR,QB,14.0,297.0,478.0,62.1,3696.0,7.7,7.7,23.0,11.0,138.4,634
3,*2014,Colorado State,MWC,SR,QB,13.0,270.0,420.0,64.3,4006.0,9.5,10.3,32.0,7.0,166.2,634
4,Career,Colorado State,,,,,688.0,1113.0,61.8,9190.0,8.3,8.3,64.0,27.0,145.3,634
0,2004,Colorado State,MWC,FR,QB,7.0,85.0,147.0,57.8,1204.0,8.2,7.1,8.0,7.0,135.1,635
1,*2005,Colorado State,MWC,SO,QB,6.0,13.0,29.0,44.8,251.0,8.7,10.0,2.0,0.0,140.3,635
2,2006,Colorado State,MWC,JR,QB,12.0,209.0,342.0,61.1,2427.0,7.1,6.2,11.0,12.0,124.3,635
3,2007,Colorado State,MWC,SR,QB,12.0,188.0,293.0,64.2,2455.0,8.4,7.3,18.0,15.0,144.6,635
4,Career,Colorado State,,,,,495.0,811.0,61.0,6337.0,7.8,6.9,39.0,34.0,134.2,635
0,1981,Colorado State,WAC,,QB,4.0,18.0,47.0,38.3,286.0,6.1,-1.6,0.0,8.0,55.4,636
1,Career,Colorado State,,,,,18.0,47.0,38.3,286.0,6.1,-1.6,0.0,8.0,55.4,636
0,1994,Colorado State,WAC,,QB,3.0,8.0,20.0,40.0,72.0,3.6,1.4,0.0,1.0,60.2,637
1,1995,Colorado State,WAC,,QB,10.0,99.0,175.0,56.6,1439.0,8.2,7.9,11.0,6.0,139.5,637
2,1996,Colorado State,WAC,,QB,12.0,193.0,335.0,57.6,2921.0,8.7,8.2,18.0,12.0,141.4,637
3,1997,Colorado State,WAC,,QB,12.0,157.0,257.0,61.1,2257.0,8.8,8.8,20.0,9.0,153.5,637
4,Career,Colorado State,,,,,457.0,787.0,58.1,6689.0,8.5,8.1,49.0,28.0,142.9,637
0,1980,Colorado State,WAC,,QB,7.0,10.0,20.0,50.0,114.0,5.7,3.5,0.0,1.0,87.9,638
1,1981,Colorado State,WAC,,QB,7.0,83.0,174.0,47.7,1075.0,6.2,4.7,10.0,10.0,107.1,638
2,1982,Colorado State,WAC,,QB,11.0,201.0,382.0,52.6,2595.0,6.8,5.5,18.0,19.0,115.3,638
3,1983,Colorado State,WAC,,QB,12.0,275.0,433.0,63.5,3319.0,7.7,6.1,12.0,20.0,127.8,638
4,Career,Colorado State,,,,,569.0,1009.0,56.4,7103.0,7.0,5.6,40.0,50.0,118.7,638
0,1984,Colorado State,WAC,,QB,9.0,168.0,295.0,56.9,2151.0,7.3,6.3,14.0,13.0,125.0,639
1,1985,Colorado State,WAC,,QB,12.0,204.0,346.0,59.0,2387.0,6.9,6.3,15.0,11.0,124.9,639
2,1986,Colorado State,WAC,,QB,11.0,205.0,374.0,54.8,2604.0,7.0,5.7,7.0,14.0,112.0,639
3,Career,Colorado State,,,,,577.0,1015.0,56.8,7142.0,7.0,6.1,36.0,38.0,120.2,639
0,2001,Colorado State,MWC,SO,QB,11.0,94.0,194.0,48.5,1247.0,6.4,4.9,8.0,10.0,105.7,640
1,*2002,Colorado State,MWC,JR,QB,14.0,150.0,287.0,52.3,2073.0,7.2,6.8,10.0,7.0,119.6,640
2,*2003,Colorado State,MWC,SR,QB,13.0,180.0,297.0,60.6,2845.0,9.6,8.9,19.0,13.0,153.4,640
3,Career,Colorado State,,,,,424.0,778.0,54.5,6165.0,7.9,7.1,37.0,30.0,129.0,640
0,1982,Iowa State,Big 8,,QB,11.0,125.0,244.0,51.2,1465.0,6.0,4.0,5.0,13.0,97.8,641
1,1983,Iowa State,Big 8,,QB,11.0,234.0,403.0,58.1,2639.0,6.5,6.1,18.0,12.0,121.9,641
2,Career,Iowa State,,,,,359.0,647.0,55.5,4104.0,6.3,5.3,23.0,25.0,112.8,641
0,1970,Iowa State,Big 8,,QB,11.0,105.0,220.0,47.7,1391.0,6.3,4.1,11.0,16.0,102.8,642
1,1971,Iowa State,Big 8,,QB,11.0,141.0,285.0,49.5,1867.0,6.6,4.5,14.0,19.0,107.4,642
2,Career,Iowa State,,,,,246.0,505.0,48.7,3258.0,6.5,4.3,25.0,35.0,105.4,642
0,1982,Cal State Fullerton,PCAA,,QB,12.0,101.0,223.0,45.3,1080.0,4.8,2.9,3.0,11.0,80.5,643
1,1984,Iowa State,Big 8,,QB,8.0,143.0,262.0,54.6,1580.0,6.0,5.4,10.0,8.0,111.7,643
2,1985,Iowa State,Big 8,,QB,11.0,159.0,330.0,48.2,1704.0,5.2,3.9,8.0,13.0,91.7,643
3,1986,Iowa State,Big 8,,QB,11.0,153.0,299.0,51.2,2023.0,6.8,6.3,15.0,10.0,117.9,643
4,Career,Overall,,,,,556.0,1114.0,49.9,6387.0,5.7,4.7,36.0,42.0,101.2,643
5,,Cal State Fullerton,,,,,101.0,223.0,45.3,1080.0,4.8,2.9,3.0,11.0,80.5,643
6,,Iowa State,,,,,455.0,891.0,51.1,5307.0,6.0,5.1,33.0,31.0,106.4,643
0,1997,Iowa State,Big 12,,QB,4.0,4.0,10.0,40.0,37.0,3.7,-5.3,0.0,2.0,31.1,644
1,1998,Iowa State,Big 12,,QB,4.0,3.0,9.0,33.3,48.0,5.3,0.3,0.0,1.0,55.9,644
2,1999,Iowa State,Big 12,,QB,11.0,127.0,235.0,54.0,1781.0,7.6,6.3,10.0,11.0,122.4,644
3,2000,Iowa State,Big 12,SR,QB,11.0,172.0,333.0,51.7,2298.0,6.9,5.8,8.0,12.0,110.3,644
4,Career,Iowa State,,,,,306.0,587.0,52.1,4164.0,7.1,5.7,18.0,26.0,113.0,644
0,1964,Iowa State,Big 8,,QB,10.0,35.0,105.0,33.3,354.0,3.4,,,6.0,,645
1,1965,Iowa State,Big 8,,QB,10.0,100.0,228.0,43.9,1418.0,6.2,4.0,6.0,14.0,92.5,645
2,1966,Iowa State,Big 8,,QB,10.0,124.0,245.0,50.6,1645.0,6.7,4.3,6.0,16.0,102.0,645
3,Career,Iowa State,,,,,259.0,578.0,44.8,3417.0,5.9,3.4,12.0,36.0,88.9,645
0,2001,Iowa State,Big 12,JR,QB,11.0,167.0,269.0,62.1,2044.0,7.6,6.9,11.0,9.0,132.7,646
1,*2002,Iowa State,Big 12,SR,QB,14.0,244.0,443.0,55.1,3245.0,7.3,6.2,15.0,18.0,119.7,646
2,Career,Iowa State,,,,,411.0,712.0,57.7,5289.0,7.4,6.5,26.0,27.0,124.6,646
0,1992,Rutgers,Big East,,QB,10.0,61.0,105.0,58.1,836.0,8.0,7.4,4.0,3.0,131.8,647
1,1993,Rutgers,Big East,,QB,11.0,109.0,188.0,58.0,1011.0,5.4,4.7,7.0,6.0,109.1,647
2,1994,Rutgers,Big East,,QB,10.0,156.0,268.0,58.2,1869.0,7.0,6.5,16.0,10.0,129.0,647
3,1995,Rutgers,Big East,,QB,11.0,188.0,347.0,54.2,2180.0,6.3,5.8,16.0,11.0,115.8,647
4,Career,Rutgers,,,,,514.0,908.0,56.6,5896.0,6.5,6.0,43.0,30.0,120.2,647
0,1997,Rutgers,Big East,,QB,9.0,104.0,212.0,49.1,1259.0,5.9,4.0,6.0,12.0,97.0,648
1,1998,Rutgers,Big East,,QB,11.0,143.0,276.0,51.8,2203.0,8.0,6.2,12.0,16.0,121.6,648
2,1999,Rutgers,Big East,,QB,5.0,66.0,146.0,45.2,989.0,6.8,5.3,5.0,7.0,103.8,648
3,2000,Rutgers,Big East,SR,QB,10.0,169.0,340.0,49.7,2157.0,6.3,5.2,18.0,17.0,110.5,648
4,Career,Rutgers,,,,,482.0,974.0,49.5,6608.0,6.8,5.2,41.0,52.0,109.7,648
0,*2009,Rutgers,Big East,FR,QB,12.0,149.0,285.0,52.3,2211.0,7.8,7.6,14.0,7.0,128.7,649
1,2010,Rutgers,Big East,SO,QB,6.0,43.0,83.0,51.8,521.0,6.3,5.1,2.0,3.0,105.3,649
2,*2013,Pitt,ACC,SR,QB,13.0,238.0,389.0,61.2,2958.0,7.6,7.6,21.0,9.0,138.2,649
3,Career,Overall,,,,,430.0,757.0,56.8,5690.0,7.5,7.4,37.0,19.0,131.1,649
4,,Rutgers,,,,,192.0,368.0,52.2,2732.0,7.4,7.1,16.0,10.0,123.4,649
5,,Pitt,,,,,238.0,389.0,61.2,2958.0,7.6,7.6,21.0,9.0,138.2,649
0,2002,Vanderbilt,SEC,FR,QB,11.0,103.0,212.0,48.6,1433.0,6.8,5.8,10.0,9.0,112.4,650
1,2003,Vanderbilt,SEC,SO,QB,12.0,187.0,327.0,57.2,2347.0,7.2,6.5,18.0,13.0,127.7,650
2,2004,Vanderbilt,SEC,JR,QB,11.0,147.0,241.0,61.0,1844.0,7.7,7.5,10.0,5.0,134.8,650
3,2005,Vanderbilt,SEC,SR,QB,11.0,273.0,462.0,59.1,3073.0,6.7,6.7,21.0,9.0,126.1,650
4,Career,Vanderbilt,,,,,710.0,1242.0,57.2,8697.0,7.0,6.6,59.0,36.0,125.9,650
0,1979,Southern Mississippi,Ind,,QB,11.0,12.0,17.0,70.6,125.0,7.4,4.7,0.0,1.0,120.6,651
1,1980,Southern Mississippi,Ind,,QB,11.0,97.0,199.0,48.7,1268.0,6.4,6.4,7.0,3.0,110.9,651
2,1981,Southern Mississippi,Ind,,QB,11.0,81.0,139.0,58.3,1004.0,7.2,6.8,6.0,4.0,127.4,651
3,1982,Southern Mississippi,Ind,,QB,11.0,98.0,219.0,44.7,1265.0,5.8,4.6,3.0,7.0,91.4,651
4,Career,Southern Mississippi,,,,,288.0,574.0,50.2,3662.0,6.4,5.8,16.0,15.0,107.7,651
0,*2008,Southern Mississippi,CUSA,FR,QB,13.0,261.0,454.0,57.5,3128.0,6.9,7.1,23.0,8.0,128.6,652
1,*2009,Southern Mississippi,CUSA,SO,QB,6.0,108.0,156.0,69.2,1165.0,7.5,8.2,10.0,2.0,150.6,652
2,*2010,Southern Mississippi,CUSA,JR,QB,13.0,278.0,442.0,62.9,3103.0,7.0,7.3,20.0,6.0,134.1,652
3,*2011,Southern Mississippi,CUSA,SR,QB,14.0,286.0,475.0,60.2,3496.0,7.4,7.6,30.0,11.0,138.2,652
4,Career,Southern Mississippi,,,,,933.0,1527.0,61.1,10892.0,7.1,7.4,83.0,27.0,135.4,652
0,1987,Southern Mississippi,Ind,,QB,11.0,79.0,194.0,40.7,1264.0,6.5,5.0,15.0,13.0,107.6,653
1,1988,Southern Mississippi,Ind,,QB,11.0,178.0,319.0,55.8,2271.0,7.1,7.4,16.0,5.0,129.0,653
