,Year,School,Conf,Class,Pos,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,player_id
0,1956,Michigan State,Big Ten,,QB,9.0,13.0,31.0,41.9,237.0,7.6,5.9,4.0,3.0,129.4,241
1,1957,Michigan State,Big Ten,,QB,9.0,45.0,79.0,57.0,718.0,9.1,8.9,6.0,3.0,150.8,241
2,Career,Michigan State,,,,,58.0,110.0,52.7,955.0,8.7,8.0,10.0,6.0,144.7,241
0,*2003,Michigan State,Big Ten,SO,QB,13.0,2.0,3.0,66.7,39.0,13.0,13.0,0.0,0.0,175.9,242
1,2004,Michigan State,Big Ten,JR,QB,10.0,141.0,220.0,64.1,1601.0,7.3,6.8,8.0,6.0,131.8,242
2,2005,Michigan State,Big Ten,JR,QB,11.0,236.0,354.0,66.7,3077.0,8.7,8.4,22.0,12.0,153.4,242
3,2006,Michigan State,Big Ten,SR,QB,11.0,164.0,269.0,61.0,1807.0,6.7,5.9,12.0,10.0,124.7,242
4,Career,Michigan State,,,,,543.0,846.0,64.2,6524.0,7.7,7.2,42.0,28.0,138.7,242
0,1952,Michigan State,Ind,,QB,9.0,29.0,49.0,59.2,400.0,8.2,7.4,5.0,3.0,149.2,243
1,Career,Michigan State,,,,,29.0,49.0,59.2,400.0,8.2,7.4,5.0,3.0,149.2,243
0,1989,Washington,Pac-10,,QB,3.0,6.0,12.0,50.0,57.0,4.8,-2.8,0.0,2.0,56.6,244
1,1990,Washington,Pac-10,,QB,11.0,118.0,253.0,46.6,1732.0,6.8,6.5,14.0,8.0,116.1,244
2,1991,Washington,Pac-10,,QB,8.0,26.0,44.0,59.1,333.0,7.6,7.3,4.0,2.0,143.6,244
3,1992,Washington,Pac-10,,QB,11.0,109.0,189.0,57.7,1301.0,6.9,6.5,5.0,4.0,120.0,244
4,Career,Washington,,,,,259.0,498.0,52.0,3423.0,6.9,6.4,23.0,16.0,118.6,244
0,1984,Washington,Pac-10,,QB,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245
1,1985,Washington,Pac-10,,QB,5.0,38.0,72.0,52.8,428.0,5.9,4.9,3.0,3.0,108.1,245
2,1986,Washington,Pac-10,,QB,11.0,160.0,275.0,58.2,1994.0,7.3,6.6,20.0,13.0,133.6,245
3,1987,Washington,Pac-10,,QB,11.0,128.0,249.0,51.4,1739.0,7.0,5.7,9.0,11.0,113.2,245
4,Career,Washington,,,,,326.0,597.0,54.6,4161.0,7.0,6.0,32.0,27.0,121.8,245
0,1986,Washington,Pac-10,,QB,6.0,12.0,20.0,60.0,130.0,6.5,1.8,2.0,3.0,117.6,246
1,1987,Washington,Pac-10,,QB,3.0,28.0,60.0,46.7,318.0,5.3,3.0,2.0,4.0,88.9,246
2,1988,Washington,Pac-10,,QB,11.0,153.0,302.0,50.7,1833.0,6.1,5.0,11.0,12.0,105.7,246
3,1989,Washington,Pac-10,,QB,11.0,208.0,365.0,57.0,2569.0,7.0,5.8,16.0,17.0,121.3,246
4,Career,Washington,,,,,401.0,747.0,53.7,4850.0,6.5,5.2,31.0,36.0,112.3,246
0,*2016,Georgia,SEC,FR,QB,13.0,204.0,370.0,55.1,2430.0,6.6,6.5,16.0,8.0,120.2,247
1,*2017,Georgia,SEC,SO,QB,3.0,4.0,7.0,57.1,28.0,4.0,4.0,0.0,0.0,90.7,247
2,*2019,Washington,Pac-12,JR,QB,13.0,260.0,405.0,64.2,3132.0,7.7,8.0,23.0,8.0,143.9,247
3,Career,Overall,,,,,468.0,782.0,59.8,5590.0,7.1,7.2,39.0,16.0,132.3,247
4,,Georgia,,,,,208.0,377.0,55.2,2458.0,6.5,6.4,16.0,8.0,119.7,247
5,,Washington,,,,,260.0,405.0,64.2,3132.0,7.7,8.0,23.0,8.0,143.9,247
0,1976,Washington,Pac-8,,QB,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248
1,1978,Washington,Pac-10,,QB,7.0,19.0,29.0,65.5,198.0,6.8,3.4,4.0,4.0,140.8,248
2,1979,Washington,Pac-10,,QB,9.0,65.0,108.0,60.2,795.0,7.4,6.2,5.0,5.0,128.0,248
3,1980,Washington,Pac-10,,QB,11.0,168.0,280.0,60.0,2178.0,7.8,7.1,15.0,11.0,135.2,248
4,Career,Washington,,,,,252.0,418.0,60.3,3171.0,7.6,6.6,24.0,20.0,133.4,248
0,1957,Utah,Skyline,,,10.0,94.0,137.0,68.6,1398.0,10.2,11.0,10.0,2.0,175.5,249
1,1958,Utah,Skyline,,QB,11.0,68.0,124.0,54.8,828.0,6.7,5.3,3.0,5.0,110.8,249
2,Career,Utah,,,,,162.0,261.0,62.1,2226.0,8.5,8.3,13.0,7.0,144.8,249
0,1990,Washington,Pac-10,,QB,7.0,4.0,6.0,66.7,41.0,6.8,6.8,0.0,0.0,124.1,251
1,1991,Washington,Pac-10,,QB,11.0,173.0,285.0,60.7,2271.0,8.0,7.9,22.0,10.0,146.1,251
2,1992,Washington,Pac-10,,QB,8.0,71.0,136.0,52.2,716.0,5.3,5.0,5.0,3.0,104.2,251
3,Career,Washington,,,,,248.0,427.0,58.1,3028.0,7.1,7.0,27.0,13.0,132.4,251
0,1996,Washington,Pac-10,,QB,11.0,108.0,217.0,49.8,1678.0,7.7,7.9,13.0,5.0,129.9,252
1,1997,Washington,Pac-10,,QB,10.0,146.0,244.0,59.8,2140.0,8.8,8.8,23.0,10.0,156.4,252
2,1998,Washington,Pac-10,,QB,9.0,168.0,315.0,53.3,1924.0,6.1,5.3,15.0,12.0,112.7,252
3,Career,Washington,,,,,422.0,776.0,54.4,5742.0,7.4,7.1,51.0,27.0,131.3,252
0,1992,Washington,Pac-10,,QB,5.0,5.0,5.0,100.0,108.0,21.6,25.6,1.0,0.0,347.4,253
1,1993,Washington,Pac-10,,QB,10.0,116.0,197.0,58.9,1282.0,6.5,5.1,9.0,10.0,118.5,253
2,1994,Washington,Pac-10,,QB,11.0,153.0,275.0,55.6,1887.0,6.9,5.8,13.0,12.0,120.1,253
3,1995,Washington,Pac-10,,QB,11.0,184.0,287.0,64.1,2415.0,8.4,8.2,11.0,6.0,143.3,253
4,Career,Washington,,,,,458.0,764.0,59.9,5692.0,7.5,6.7,34.0,28.0,129.9,253
0,2007,Washington,Pac-10,FR,QB,12.0,155.0,328.0,47.3,2062.0,6.3,5.1,14.0,15.0,105.0,254
1,2008,Washington,Pac-10,SO,QB,4.0,50.0,93.0,53.8,512.0,5.5,5.7,1.0,0.0,103.6,254
2,2009,Washington,Pac-10,JR,QB,12.0,230.0,394.0,58.4,2800.0,7.1,6.9,21.0,11.0,130.1,254
3,*2010,Washington,Pac-10,SR,QB,12.0,184.0,332.0,55.4,2265.0,6.8,6.6,17.0,9.0,124.2,254
4,Career,Washington,,,,,619.0,1147.0,54.0,7639.0,6.7,6.2,53.0,35.0,119.1,254
0,1984,Washington,Pac-10,,QB,10.0,89.0,171.0,52.0,1051.0,6.1,4.4,5.0,9.0,102.8,255
1,1985,Washington,Pac-10,,QB,10.0,158.0,264.0,59.8,1565.0,5.9,4.0,6.0,14.0,106.5,255
2,Career,Washington,,,,,247.0,435.0,56.8,2616.0,6.0,4.1,11.0,23.0,105.1,255
0,1975,Washington,Pac-8,,QB,8.0,48.0,122.0,39.3,587.0,4.8,4.4,2.0,2.0,81.9,256
1,1976,Washington,Pac-8,,QB,11.0,81.0,175.0,46.3,1106.0,6.3,4.9,6.0,8.0,101.5,256
2,1977,Washington,Pac-8,,QB,11.0,113.0,199.0,56.8,1584.0,8.0,7.5,11.0,7.0,134.9,256
3,Career,Washington,,,,,242.0,496.0,48.8,3277.0,6.6,5.8,19.0,17.0,110.1,256
0,1980,Washington,Pac-10,,QB,11.0,2.0,6.0,33.3,24.0,4.0,4.0,0.0,0.0,66.9,257
